id,fdc_id,nutrient_id,amount,data_points,derivation_id,component,unit,data_type,food_item,food_category_id,publication_date
2219773,321358,1262,0.0,6.0,1.0,SFA 10:0,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219774,321358,1265,1.41,6.0,1.0,SFA 16:0,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219725,321358,1278,0.0,6.0,1.0,PUFA 20:5 n-3 (EPA),G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219709,321358,1127,1.3,6.0,1.0,"Tocopherol, delta",MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219749,321358,1090,71.1,11.0,1.0,"Magnesium, Mg",MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219746,321358,1075,0.0,2.0,1.0,Galactose,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219766,321358,1313,0.005,6.0,1.0,"PUFA 20:2 n-6 c,c",G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219815,321358,1330,0.012,,4.0,"Fatty acids, total trans-dienoic",G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219737,321358,1404,0.637,6.0,1.0,"PUFA 18:3 n-3 c,c,c (ALA)",G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219807,321358,1197,1.1,1.0,1.0,"Choline, from glycerophosphocholine",MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219771,321358,1259,0.0,6.0,1.0,SFA 4:0,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219810,321358,1194,22.3,1.0,1.0,"Choline, free",MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219777,321358,1123,258.0,1.0,1.0,Lutein + zeaxanthin,UG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219761,321358,1299,0.004,6.0,1.0,SFA 15:0,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219724,321358,1273,0.044,6.0,1.0,SFA 22:0,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219719,321358,1258,2.22,,4.0,"Fatty acids, total saturated",G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219791,321358,1014,0.0,2.0,1.0,Maltose,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219758,321358,1276,0.0,6.0,1.0,PUFA 18:4,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219734,321358,1323,0.007,6.0,1.0,MUFA 17:1,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219748,321358,1089,2.41,11.0,1.0,"Iron, Fe",MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219825,321358,1085,16.1,,4.0,Total fat (NLEA),G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219806,321358,1180,46.6,1.0,1.0,"Choline, total",MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219798,321358,1002,1.18,11.0,1.0,Nitrogen,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219790,321358,1011,0.0,2.0,1.0,Glucose,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219792,321358,1051,58.7,11.0,1.0,Water,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219756,321358,1108,0.0,1.0,1.0,"Carotene, alpha",UG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219796,321358,1103,16.2,2.0,1.0,"Selenium, Se",UG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219780,321358,1128,0.0,6.0,1.0,"Tocotrienol, alpha",MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219757,321358,1271,0.005,6.0,1.0,PUFA 20:4,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219735,321358,1329,0.006,,4.0,"Fatty acids, total trans-monoenoic",G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219736,321358,1333,0.0,6.0,1.0,MUFA 15:1,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219743,321358,1012,0.15,2.0,1.0,Fructose,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219788,321358,1008,229.0,,49.0,Energy,KCAL,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219801,321358,2014,0.001,6.0,1.0,MUFA 22:1 n-9,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219802,321358,1334,0.0,6.0,1.0,PUFA 22:2,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219717,321358,1185,17.2,2.0,1.0,Vitamin K (phylloquinone),UG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219808,321358,1198,0.2,1.0,1.0,Betaine,MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219731,321358,1315,6.25,6.0,1.0,MUFA 18:1 c,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219711,321358,1131,0.0,6.0,1.0,"Tocotrienol, delta",MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219814,321358,1050,13.9,,4.0,"Carbohydrate, by summation",G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219764,321358,1306,0.012,6.0,1.0,TFA 18:2 t not further defined,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219783,321358,1170,0.318,4.0,1.0,Pantothenic acid,MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219824,321358,2026,0.005,,4.0,PUFA 20:2 c,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219779,321358,1126,9.47,6.0,1.0,"Tocopherol, gamma",MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219781,321358,1129,0.0,6.0,1.0,"Tocotrienol, beta",MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219722,321358,1264,0.009,6.0,1.0,SFA 14:0,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219754,321358,1106,1.0,,49.0,"Vitamin A, RAE",UG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219800,321358,2012,0.084,6.0,1.0,MUFA 20:1 c,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219784,321358,1175,0.143,6.0,1.0,Vitamin B-6,MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219759,321358,1292,6.37,,4.0,"Fatty acids, total monounsaturated",G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219716,321358,1184,0.0,2.0,1.0,Vitamin K (Dihydrophylloquinone),UG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219785,321358,1183,0.0,2.0,1.0,Vitamin K (Menaquinone-4),UG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219747,321358,1079,5.4,6.0,1.0,"Fiber, total dietary",G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219738,321358,1405,0.0,6.0,1.0,PUFA 20:3 n-3,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219813,321358,1063,0.34,,4.0,"Sugars, Total",G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219752,321358,1098,0.348,11.0,1.0,"Copper, Cu",MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219723,321358,1272,0.0,6.0,1.0,PUFA 22:6 n-3 (DHA),G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219819,321358,2020,0.0,,4.0,PUFA 20:3 c,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219809,321358,1199,0.0,1.0,1.0,"Choline, from sphingomyelin",MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219750,321358,1091,166.0,11.0,1.0,"Phosphorus, P",MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219741,321358,1007,1.97,11.0,1.0,Ash,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219740,321358,1003,7.35,,49.0,Protein,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219732,321358,1316,6.81,6.0,1.0,"PUFA 18:2 n-6 c,c",G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219803,321358,1335,0.0,6.0,1.0,SFA 11:0,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219775,321358,1266,0.634,6.0,1.0,SFA 18:0,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219762,321358,1304,0.006,6.0,1.0,TFA 18:1 t,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219727,321358,1300,0.01,6.0,1.0,SFA 17:0,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219721,321358,1263,0.0,6.0,1.0,SFA 12:0,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219793,321358,1087,41.0,11.0,1.0,"Calcium, Ca",MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219812,321358,1195,23.0,1.0,1.0,"Choline, from phosphocholine",MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219726,321358,1280,0.0,6.0,1.0,PUFA 22:5 n-3 (DPA),G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219811,321358,1196,0.2,1.0,1.0,"Choline, from phosphotidyl choline",MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219707,321358,1120,3.0,1.0,1.0,"Cryptoxanthin, beta",UG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219778,321358,1125,0.31,6.0,1.0,"Tocopherol, beta",MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219728,321358,1301,0.027,6.0,1.0,SFA 24:0,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219739,321358,1411,0.0,6.0,1.0,PUFA 22:4,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219770,321358,1406,0.0,6.0,1.0,PUFA 20:3 n-6,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219763,321358,1305,0.0,6.0,1.0,TFA 22:1 t,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219794,321358,1092,289.0,11.0,1.0,"Potassium, K",MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219760,321358,1293,7.48,,4.0,"Fatty acids, total polyunsaturated",G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219753,321358,1101,1.06,11.0,1.0,"Manganese, Mn",MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219767,321358,1314,0.021,6.0,1.0,MUFA 16:1 c,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219751,321358,1093,438.0,11.0,1.0,"Sodium, Na",MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219715,321358,1177,36.0,6.0,1.0,"Folate, total",UG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219745,321358,1062,960.0,,49.0,Energy,kJ,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219822,321358,2024,0.0,,4.0,PUFA 22:5 c,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219786,321358,1004,17.1,11.0,1.0,Total lipid (fat),G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219804,321358,2019,0.0,6.0,1.0,TFA 18:3 t,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219718,321358,1257,0.018,,4.0,"Fatty acids, total trans",G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219816,321358,2010,0.007,,4.0,MUFA 17:1 c,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219769,321358,1331,0.0,,4.0,"Fatty acids, total trans-polyenoic",G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219708,321358,1122,0.0,1.0,1.0,Lycopene,UG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219713,321358,1165,0.15,6.0,1.0,Thiamin,MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219729,321358,1303,0.0,6.0,1.0,TFA 16:1 t,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219795,321358,1095,1.38,11.0,1.0,"Zinc, Zn",MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219797,321358,1109,1.74,6.0,1.0,Vitamin E (alpha-tocopherol),MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219817,321358,2016,6.81,,4.0,PUFA 18:2 c,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219789,321358,1010,0.18,2.0,1.0,Sucrose,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219742,321358,1009,8.12,6.0,1.0,Starch,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219744,321358,1013,0.0,2.0,1.0,Lactose,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219805,321358,1414,0.0,6.0,1.0,PUFA 20:3 n-9,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219818,321358,2018,0.656,,4.0,PUFA 18:3 c,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219765,321358,1311,0.002,6.0,1.0,PUFA 18:2 CLAs,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219821,321358,2023,0.0,,4.0,PUFA 20:5c,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219823,321358,2025,0.0,,4.0,PUFA 22:6 c,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219787,321358,1005,14.9,,49.0,"Carbohydrate, by difference",G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219730,321358,1312,0.005,6.0,1.0,MUFA 24:1 c,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219799,321358,2009,0.0,6.0,1.0,MUFA 14:1 c,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219820,321358,2022,0.005,,4.0,PUFA 20:4c,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219712,321358,1162,0.0,6.0,1.0,"Vitamin C, total ascorbic acid",MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219772,321358,1260,0.0,6.0,1.0,SFA 6:0,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219755,321358,1107,12.0,1.0,1.0,"Carotene, beta",UG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219776,321358,1267,0.079,6.0,1.0,SFA 20:0,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219768,321358,1321,0.02,6.0,1.0,"PUFA 18:3 n-6 c,c,c",G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219782,321358,1167,0.948,6.0,1.0,Niacin,MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219714,321358,1166,0.115,6.0,1.0,Riboflavin,MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219733,321358,1317,0.001,,4.0,MUFA 22:1 c,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219710,321358,1130,0.0,6.0,1.0,"Tocotrienol, gamma",MG,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219720,321358,1261,0.0,6.0,1.0,SFA 8:0,G,foundation_food,"Hummus, commercial",16.0,4/1/2019
13338510,321358,2047,243.0,,1.0,Energy (Atwater General Factors),KCAL,foundation_food,"Hummus, commercial",16.0,4/1/2019
13338412,321358,2048,229.0,,49.0,Energy (Atwater Specific Factors),KCAL,foundation_food,"Hummus, commercial",16.0,4/1/2019
2219937,321359,1313,0.0,12.0,1.0,"PUFA 20:2 n-6 c,c",G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219923,321359,1002,0.53,24.0,1.0,Nitrogen,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219957,321359,1161,0.0,6.0,1.0,cis-Lutein/Zeaxanthin,UG,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219880,321359,1005,4.91,,49.0,"Carbohydrate, by difference",G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219875,321359,1106,83.0,,49.0,"Vitamin A, RAE",UG,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219964,321359,1197,11.0,6.0,1.0,"Choline, from glycerophosphocholine",MG,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219931,321359,1311,0.007,12.0,1.0,PUFA 18:2 CLAs,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219883,321359,1292,0.4,12.0,1.0,"Fatty acids, total monounsaturated",G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219866,321359,1226,0.332,12.0,1.0,Proline,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219956,321359,1159,1.0,6.0,1.0,cis-beta-Carotene,UG,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219873,321359,1223,0.291,12.0,1.0,Aspartic acid,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219876,321359,1114,1.1,,4.0,Vitamin D (D2 + D3),UG,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219867,321359,1212,0.173,12.0,1.0,Isoleucine,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219886,321359,1126,0.0,6.0,1.0,"Tocopherol, gamma",MG,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219852,321359,1278,0.0,12.0,1.0,PUFA 20:5 n-3 (EPA),G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219979,321359,2026,0.0,,4.0,PUFA 20:2 c,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219837,321359,1261,0.021,12.0,1.0,SFA 8:0,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219863,321359,1222,0.113,12.0,1.0,Alanine,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219868,321359,1213,0.335,12.0,1.0,Leucine,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219896,321359,1120,0.0,6.0,1.0,"Cryptoxanthin, beta",UG,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219924,321359,1113,0.0,24.0,1.0,25-hydroxycholecalciferol,UG,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219895,321359,1108,0.0,6.0,1.0,"Carotene, alpha",UG,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219888,321359,1129,0.0,6.0,1.0,"Tocotrienol, beta",MG,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219861,321359,1217,0.163,12.0,1.0,Phenylalanine,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219828,321359,1175,0.061,12.0,1.0,Vitamin B-6,MG,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219905,321359,1012,0.0,12.0,1.0,Fructose,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219974,321359,2020,0.002,,4.0,PUFA 20:3 c,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219960,321359,2028,2.0,6.0,1.0,trans-beta-Carotene,UG,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219904,321359,1075,0.0,12.0,1.0,Galactose,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219897,321359,1122,0.0,6.0,1.0,Lycopene,UG,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219932,321359,1306,0.009,12.0,1.0,TFA 18:2 t not further defined,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219846,321359,1276,0.0,12.0,1.0,PUFA 18:4,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219903,321359,1228,0.0,12.0,1.0,Hydroxyproline,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219877,321359,1257,0.07,12.0,1.0,"Fatty acids, total trans",G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219871,321359,1220,0.125,12.0,1.0,Arginine,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219921,321359,1101,0.001,12.0,1.0,"Manganese, Mn",MG,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219882,321359,1331,0.0,,4.0,"Fatty acids, total trans-polyenoic",G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219891,321359,1011,0.0,12.0,1.0,Glucose,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219963,321359,1194,3.1,6.0,1.0,"Choline, free",MG,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219922,321359,1178,0.55,12.0,1.0,Vitamin B-12,UG,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219878,321359,1258,1.11,12.0,1.0,"Fatty acids, total saturated",G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219842,321359,1300,0.011,12.0,1.0,SFA 17:0,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219906,321359,1013,4.89,12.0,1.0,Lactose,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219885,321359,1125,0.0,6.0,1.0,"Tocopherol, beta",MG,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219944,321359,1305,0.0,12.0,1.0,TFA 22:1 t,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219939,321359,1414,0.0,12.0,1.0,PUFA 20:3 n-9,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219975,321359,2022,0.003,,4.0,PUFA 20:4c,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219958,321359,1160,0.0,6.0,1.0,cis-Lycopene,UG,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219942,321359,2015,0.0,12.0,1.0,MUFA 22:1 n-11,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219845,321359,1271,0.003,12.0,1.0,PUFA 20:4,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219973,321359,2018,0.007,,4.0,PUFA 18:3 c,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219952,321359,2004,0.0,12.0,1.0,SFA 7:0,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219879,321359,1329,0.06,,4.0,"Fatty acids, total trans-monoenoic",G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219955,321359,2032,0.0,6.0,1.0,"Cryptoxanthin, alpha",UG,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219892,321359,1014,0.0,12.0,1.0,Maltose,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219827,321359,1167,0.112,12.0,1.0,Niacin,MG,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219962,321359,1119,0.0,6.0,1.0,Zeaxanthin,UG,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219950,321359,1312,0.0,12.0,1.0,MUFA 24:1 c,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219980,321359,1085,1.64,,4.0,Total fat (NLEA),G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219982,321359,1105,83.0,12.0,1.0,Retinol,UG,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219835,321359,1262,0.049,12.0,1.0,SFA 10:0,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219920,321359,1098,0.001,12.0,1.0,"Copper, Cu",MG,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219976,321359,2023,0.0,,4.0,PUFA 20:5c,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219914,321359,1004,1.9,24.0,1.0,Total lipid (fat),G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219981,321359,1100,39.6,24.0,1.0,"Iodine, I",UG,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219872,321359,1221,0.099,12.0,1.0,Histidine,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219934,321359,2019,0.0,12.0,1.0,TFA 18:3 t,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219967,321359,1199,1.2,6.0,1.0,"Choline, from sphingomyelin",MG,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219953,321359,2005,0.0,12.0,1.0,SFA 9:0,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219826,321359,1103,1.8,12.0,1.0,"Selenium, Se",UG,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219853,321359,1280,0.001,12.0,1.0,PUFA 22:5 n-3 (DPA),G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219838,321359,1263,0.058,12.0,1.0,SFA 12:0,G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
2219933,321359,1321,0.0,12.0,1.0,"PUFA 18:3 n-6 c,c,c",G,foundation_food,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1.0,4/1/2019
